city,state,biking,climbing,housing,vegan,winter,summer
Fullerton,California,,1.436265709156194,702863.3494698372,6.4631956912028725,0.7236111111111111,0.3919836956521739
Torrance,California,158.3457526080477,2.154800896397173,758449.0211050753,9.337470551054416,0.6479166666666667,0.5591032608695652
Victorville,California,458.1211385251637,1.4402062375332148,325266.338198781,3.6005155938330367,0.4180555555555555,0.2792119565217391
Midland,Texas,,0.0,210378.24815582795,0.7225590150075507,0.3965277777777777,0.2139945652173913
Orange,California,327.63832208586734,2.168617217374961,705302.4306095572,6.505851652124884,0.7263888888888889,0.3953804347826087
Miramar,Florida,859.1269922752491,0.0,333980.9006527508,2.8918659041780232,0.6590277777777778,0.0686141304347826
Stamford,Connecticut,125.79791822416472,0.0,473712.0392550482,3.670371294760178,0.0395833333333333,0.5285326086956522
Elizabeth,New Jersey,263.5308865321472,0.0,374754.9502371517,5.153538640496507,0.0534722222222222,0.453804347826087
Palm Bay,Florida,696.8582283060966,0.7376480828526327,184916.02616878125,1.4752961657052654,0.6854166666666667,0.123641304347826
Dayton,Ohio,86.54643069317824,0.0,92679.91105536972,1.4758840545486749,0.0347222222222222,0.4748641304347826
New Haven,Connecticut,819.30268399779,0.0,260611.24968362492,5.172961668354037,0.0701388888888888,0.592391304347826
West Valley City,Utah,197.60700093374737,0.0,384260.2782200952,0.0,0.0819444444444444,0.4239130434782608
Pasadena,California,875.3644314868804,2.994908655286014,894446.757708669,10.482180293501049,0.5520833333333334,0.4157608695652174
Kent,Washington,,0.7497488341405629,368448.1038831945,0.0,0.1138888888888888,0.686141304347826
Santa Clara,California,1426.2003289498389,0.7629976652271444,938075.658541777,9.155971982725733,0.5083333333333333,0.5285326086956522
Abilene,Texas,,0.0,120487.60494106651,0.0,0.3180555555555555,0.2697010869565217
Athens,Georgia,,0.7774357060671083,245462.7063917324,1.5548714121342166,0.3944444444444444,0.2995923913043478
Pearland,Texas,,0.0,263329.10766827787,0.782864658357863,0.6576388888888889,0.0448369565217391
Clovis,California,,0.7947483032123727,359424.8335373785,2.384244909637118,0.5097222222222222,0.2615489130434782
College Station,Texas,508.5262113625535,1.5975461690842867,205000.03811541924,2.3963192536264297,0.5729166666666666,0.0957880434782608
Simi Valley,California,81.79396020440392,3.197109812729293,552214.9747100855,1.5985549063646465,0.5243055555555556,0.360054347826087
West Palm Beach,Florida,,0.0,253224.1400813944,8.05607024893257,0.6902777777777778,0.1379076086956521
Vallejo,California,81.79396020440392,0.8142858306122615,395137.875647589,2.4428574918367847,0.4861111111111111,0.671875
Wilmington,North Carolina,53.952193664917786,0.0,263245.22011126234,4.890055257624411,0.3895833333333333,0.2221467391304347
Rochester,Minnesota,422.2754336008284,0.816906701085669,235213.2951744458,2.450720103257007,0.0145833333333333,0.5264945652173914
Concord,California,,0.8175612148959654,389635.60126429045,2.452683644687896,0.5381944444444444,0.4707880434782608
Lakeland,Florida,178.27760540626093,0.0,199754.7289638454,0.8179022443237584,0.6652777777777777,0.1039402173913043
North Charleston,South Carolina,482.98545383652703,0.0,203647.9765949262,0.8232553161712042,0.4958333333333333,0.2126358695652173
Arvada,Colorado,61.62225557333546,4.118141235771822,433426.2561783821,7.41265422438928,0.1361111111111111,0.4585597826086957
Billings,Montana,,0.0,270512.44566429703,0.8273762245168123,0.0229166666666666,0.5237771739130435
Fairfield,California,,0.0,380123.8436452879,0.8280339162692104,0.55625,0.5509510869565217
Hartford,Connecticut,125.79791822416472,0.835638302317225,173268.7341436016,4.178191511586125,0.06875,0.5020380434782609
Ann Arbor,Michigan,1536.8469010853116,0.0,317904.5882721257,5.025925398514001,0.025,0.5061141304347826
Berkeley,California,1880.3910293272,6.724836502412535,1053094.763121431,24.37753232124544,0.5034722222222222,0.6854619565217391
Cambridge,Massachusetts,6956.098446408092,4.229617473395706,898670.4429030555,13.53477591486626,0.2472222222222222,0.3383152173913043
Antioch,California,,0.854000136640022,350802.1528614462,2.5620004099200657,0.5652777777777778,0.6623641304347826
High Point,North Carolina,104.27570416122104,0.0,138996.85785101057,2.565725330550946,0.2590277777777778,0.374320652173913
Westminster,Colorado,915.4768257068746,6.093579978237214,369387.63313301327,4.352557127312296,0.1361111111111111,0.4585597826086957
Lowell,Massachusetts,3714.209193611219,0.0,349889.06754194846,0.8749212570868623,0.0444444444444444,0.4938858695652174
Richmond,California,155.17181594368736,3.5055124182777417,499576.9717518641,8.763781045694355,0.5034722222222222,0.6854619565217391
Pompano Beach,Florida,,0.0,296626.707817374,7.921210360943153,0.6326388888888889,0.0862771739130434
Carlsbad,California,991.7150425519924,2.6432882505837263,844486.9110061472,12.335345169390722,0.7006944444444444,0.4490489130434782
Menifee,California,1880.3910293272,0.8815776714007387,381373.6387237239,1.7631553428014777,0.5527777777777778,0.3539402173913043
Provo,Utah,1020.8145736648888,1.7645553761590922,347002.038832139,3.5291107523181844,0.1743055555555555,0.421195652173913
Greeley,Colorado,,0.0,315066.72311515297,0.0,0.1972222222222222,0.4110054347826087
Murrieta,California,458.1211385251637,0.0,455270.1727581722,3.575323119826954,0.5861111111111111,0.390625
Allen,Texas,,0.0,379954.22807822376,2.6876903780684467,0.3847222222222222,0.1419836956521739
Everett,Washington,701.7761219125833,1.7988846914912753,432950.3956573787,1.7988846914912753,0.0673611111111111,0.7615489130434783
Miami Gardens,Florida,859.1269922752491,0.0,323202.1127940605,9.032036633940589,0.6416666666666667,0.0400815217391304
Temecula,California,,0.0,524821.0084392176,4.517446377911495,0.5861111111111111,0.390625
Peoria,Illinois,,0.9053050878145936,73906.87476110901,0.9053050878145936,0.0597222222222222,0.4388586956521739
Sparks,Nevada,,1.8128586060930176,355537.76574358455,1.8128586060930176,0.175,0.3627717391304347
Concord,North Carolina,53.952193664917786,0.0,223312.2356369316,0.908108500803676,0.4909722222222222,0.2479619565217391
Santa Maria,California,363.727805868142,0.0,478348.736166342,0.9091983598061588,0.5020833333333333,0.6902173913043478
Ventura,California,73.18430612951431,3.667773111555319,676980.4957224363,2.750829833666489,0.64375,0.5074728260869565
Downey,California,,2.756947507719453,734540.3873411728,4.594912512865755,0.6409722222222223,0.4551630434782608
Sugar Land,Texas,,0.0,236931.91726222888,5.529189512970557,0.5958333333333333,0.1379076086956521
Costa Mesa,California,,4.6145043099470255,901857.4610081988,12.920612067851671,0.6923611111111111,0.514266304347826
Davie,Florida,2511.498426531106,0.0,253588.3465662184,9.27652390096383,0.6416666666666667,0.0400815217391304
Hillsboro,Oregon,134.13086822548485,0.92824654228163,367916.5397900104,0.0,0.3041666666666666,0.5489130434782609
Jurupa Valley,California,,3.727136347965449,496852.7285666527,1.8635681739827248,0.6083333333333333,0.3682065217391304
Edison,New Jersey,157.4671478937027,0.0,453518.9074417302,4.680070388258639,0.1486111111111111,0.3179347826086957
Boulder,Colorado,,13.220268560312752,512481.732205723,2.8329146914955903,0.1958333333333333,0.4103260869565217
Dearborn,Michigan,108.09940189127492,0.0,170715.46841380993,3.780325296991806,0.01875,0.5061141304347826
Sandy Springs,Georgia,,0.0,249583.8822897879,6.616694866390026,0.4340277777777778,0.2853260869565217
Green Bay,Wisconsin,,1.8913602663035256,206302.8617298327,0.9456801331517628,0.0194444444444444,0.6073369565217391
West Covina,California,234.34277503546872,0.946817273734342,622643.1558049355,4.73408636867171,0.6881944444444444,0.3532608695652174
Brockton,Massachusetts,1581.2781417050794,0.9533797311469158,375548.9973638332,0.9533797311469158,0.0326388888888888,0.546875
Bend,Oregon,2181.342252599433,3.8256644700976494,590991.8686946839,11.47699341029295,0.1777777777777777,0.4891304347826087
Renton,Washington,,0.0,427388.2047868458,0.0,0.1680555555555555,0.7323369565217391
El Monte,California,430.1239712868353,2.890340482108793,663378.689779526,1.9268936547391948,0.6881944444444444,0.3532608695652174
South Bend,Indiana,596.4407833385142,0.9671647565162724,122049.3563222837,1.9343295130325449,0.01875,0.5292119565217391
Rialto,California,81.79396020440392,1.9344043485409756,447462.9783588953,0.0,0.525,0.3192934782608695
El Cajon,California,430.1239712868353,1.9419172549057688,504423.83305876417,1.9419172549057688,0.625,0.4028532608695652
Inglewood,California,,5.832887765517912,628874.6743024095,11.665775531035823,0.7180555555555556,0.4245923913043478
Burbank,California,327.63832208586734,4.865943263101552,940274.739081064,25.30290496812807,0.6291666666666667,0.3872282608695652
Vacaville,California,81.79396020440392,0.0,427430.97272274457,0.975362347111952,0.5472222222222223,0.3383152173913043
San Mateo,California,290.254628056653,0.9869037867498298,1110514.3665054357,8.882134080748468,0.5451388888888888,0.6379076086956522
Chico,California,1143.7511539545417,0.987157086307144,316995.381119887,1.974314172614288,0.4701388888888889,0.2581521739130434
