city,state,biking,climbing,housing,vegan,winter,summer,total
Spokane,Washington,-1.8371242354902562,0.21567789947793078,0.024028294032322674,0.07817437572799577,2.0044943916136315,-0.04964093950704216,0.04398637727533033
Jersey City,New Jersey,-1.7524568635471807,0.8695661428407513,-1.1062150375719944,1.1243800418695769,2.22642948235691,-0.28628938813266186,0.04116964699492999
Boston,Massachusetts,1.008166415581993,1.0268447440488861,-1.326860753354613,0.4253941205391608,0.0,0.07742152261500572,0.03682426107630928
Orlando,Florida,-3.861519112350015,0.732425561411096,0.34439716937069087,1.2387782274358858,3.196158711389385,-0.7603388371766469,0.03149523173385993
Fayetteville,North Carolina,-2.5614012858058377,0.34517491075251366,1.0860993468922377,-0.47040051811005873,3.004494391613632,-0.9193937149471307,0.0278796439285685
Baton Rouge,Louisiana,-2.2864132895593996,1.2791381803366775,1.0322837201882518,-0.8583653434132574,3.255480959638694,-1.0630885530385725,0.015979498763143286
Salem,Oregon,-1.3396405583690232,0.5865726189526966,-0.11322678883112908,-0.9659684040760825,2.458238322218863,0.02531303653498407,0.012943121495522458
Chicago,Illinois,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Jacksonville,Florida,-2.136845308564421,-0.3025565651644664,0.6105561681329702,-0.8550975881932446,3.229715809318653,-0.8497758162615445,-0.0002893471135173353
Escondido,California,-1.3064408534759713,1.8470529086616054,-0.9219194390846168,-0.7054881143671731,3.1482287036856267,-0.22066712149353557,-0.0012573649471339875
San Antonio,Texas,-2.218226643113229,-1.4885193869454003,0.9737436598734763,-1.0410604099741785,3.1305773363077902,-0.8672992898111453,-0.004453069343457283
Virginia Beach,Virginia,-2.1316388768856456,-0.7677376353130791,0.22499281602733026,-0.20480144092192168,2.470083375241413,-0.435460025417535,-0.015364830391271822
Columbus,Ohio,-1.8207169332749353,0.8079099805292536,0.6275906419094538,-0.592627949054475,1.7554809596386935,-0.14406269339831201,-0.03486719483591498
Colorado Springs,Colorado,-1.4538238635281988,2.1249960184443237,-0.11300812852533902,-0.5530758866683134,1.9486202127874042,-0.013450001597352188,-0.03694753350635986
Houston,Texas,-2.0923560511411066,-0.7966479016919614,0.7230102517175392,-0.6413696762140505,3.143625321627313,-1.3555698033991506,-0.04453199148189113
Indianapolis,Indiana,-1.630542375407426,0.8624573603739715,0.9160389984875926,-0.6900836626548073,1.3044046213377665,-0.19228257352728673,-0.05849299835283219
Vallejo,California,-1.958245651140491,1.117446046555621,-0.5244723263229295,-1.0200574771943138,3.064641508472488,0.1422453967869674,-0.059177709879655774
Milwaukee,Wisconsin,-1.7098480993052136,0.924848327150126,0.7918764810508597,-0.30576460099129044,0.7924812503605816,0.11094234914160438,-0.06406252394869169
Anaheim,California,-2.6964501107303915,1.231095702738163,-1.14326341850279,0.5086296782670714,3.265690730258161,-0.3173343904691175,-0.07654550223541334
Corona,California,-1.1034623689812546,2.318585024484806,-0.8406465475508272,-1.4038809999862851,3.265690730258161,-0.3173343904691175,-0.07992671534586475
Everett,Washington,-1.5386543627544058,2.260941556037567,-0.5442232894564486,-0.2915994669912117,1.638992373649887,0.23261732281012532,-0.10057348454841075
Syracuse,New York,-0.05238196430952404,0.8722248869443229,0.9693019774096594,-2.265278636805612,0.8390359525563227,-0.00803986983393088,-0.10347250819661699
Phoenix,Arizona,-1.921021858138318,0.17673844198978755,-0.10997623942855327,0.013239709706908465,3.2999564210935683,-1.8440279968426307,-0.11236599272180507
Scottsdale,Arizona,-1.4510998489355305,2.4465580714472157,-0.6162106597958088,-0.012873547190081838,3.3467434787496675,-1.8555698033991506,-0.11780207611418088
Las Vegas,Nevada,-3.2979106852880458,-0.3106564559555397,0.056509003005737,1.0436931166242003,3.034120430656415,-1.4419881018302585,-0.12111524736639034
Lincoln,Nebraska,-1.077819802135524,-0.14568723203930217,0.4589612278047644,-1.6982282550680812,1.9088116287557197,-0.21227229251160956,-0.12410949863094616
Rancho Cucamonga,California,-2.5602855581785993,2.611397442044853,-0.7354098257915027,-0.20417798681771954,3.1258595463029843,-0.2823367890899888,-0.13127012271496524
El Monte,California,-0.8428439067242299,2.3601157947279647,-1.098224663984139,-1.7773877290219704,3.3154065761495675,-0.3214840520783607,-0.14490675513182655
Richmond,California,-1.1883143721683493,2.223464188834669,-0.872323578166095,-1.9140393349152658,3.0899545450074717,0.15668727096059054,-0.14560709385632953
Cincinnati,Ohio,-3.509381089403819,-0.22352563936963116,0.6958560137985779,0.3394105550215258,2.017811954865365,-0.2784057302035035,-0.14694165918437077
Kansas City,Missouri,-2.649908525019901,0.646313985205851,1.0092465535627735,-0.9062270378229277,2.1537142625961283,-0.3454606636898246,-0.14772708207475027
Dallas,Texas,-2.4466406053092107,-0.7048176756706599,0.32759781264913046,-0.5203931045332325,2.870733493200578,-0.9721183642389956,-0.14816415364634603
Greensboro,North Carolina,-2.2523721150168887,-0.1821230460223554,0.827867726108068,-1.734664069051134,2.6105518626839426,-0.27971370430700926,-0.16566605991660427
Gilbert,Arizona,-1.2514285115486536,-0.04774733907049254,-0.4740276941767627,-0.37789594076282307,3.255480959638694,-2.010739863705226,-0.17172221011095426
Omaha,Nebraska,-2.1667379976581014,0.14081537402821495,0.6132885946792286,-1.1893332276641155,2.1822862161479324,-0.4273821412220148,-0.19757571114341418
Stockton,California,-2.0194519043124006,-0.26217124040074985,-0.0759806573499041,-1.8147122634295287,3.0998361724181867,-0.29693677731427603,-0.22144908599758467
Peoria,Arizona,-0.5389578418730956,2.4228839828395468,-0.34282579879196456,-1.7146195409103882,3.2999564210935683,-1.8440279968426307,-0.22809495146490216
Mesa,Arizona,-1.6688585240161562,0.05868722695763864,-0.11391349566295961,-0.49385379607114027,3.2239548743710436,-2.227941275778116,-0.2561224434314656
Knoxville,Tennessee,-1.5622965453473923,1.4271585087023178,0.34405089986901793,-2.710345015047617,3.0998361724181867,-0.5071421130031238,-0.2671793202221857
Oklahoma City,Oklahoma,-3.5748275397095735,-0.39920760472027317,1.2713323973744672,-1.0772795098329107,2.517811954865365,-0.4807161718702564,-0.2687357738345817
Glendale,California,-3.4208878365759268,2.832342972235163,-1.4765027781248226,0.5428363550401778,3.250719572579441,-0.2552589040665361,-0.27181871822953335
Lexington,Kentucky,-2.194336927937853,0.7350728081471065,0.511257009287,-1.0805026207154664,1.623963756721797,-0.22550839819220528,-0.2730254361673455
Green Bay,Wisconsin,-1.0616058753872237,2.3332630372513123,0.6224530772562232,-1.8042404864986228,0.7427134135851238,0.06939755199907087,-0.28625646380908576
Bakersfield,California,-3.5837734973605846,-0.6336332372643382,0.31590183007776196,-0.7711367610142732,3.175248623542071,-0.6174416827598223,-0.29624029750296954
Temecula,California,-4.126504879875544,1.2674182247505517,-0.8176159135177777,0.4518427958879794,3.199585546909916,-0.24895888567671923,-0.3083302672544291
Rialto,California,-1.958245651140491,2.3657282361183114,-0.5615651099994747,-1.771775287631624,3.12015716466686,-0.39440948531008835,-0.3131676738829637
Hesperia,California,-4.126504879875544,1.4047353658323265,-0.19635819765840107,0.2672318420823914,2.9558457909361744,-0.4911706667517468,-0.31819122225342517
Bellevue,Washington,-1.5875496554399517,0.8138165388567814,-1.1564186140746917,-1.3236869848931536,2.1315172029169016,0.1902118720987535,-0.34918523587842826
Clarksville,Tennessee,-1.6642783589501016,0.5601145999074513,0.4956839681616921,-2.577388923842484,2.4139095123086642,-0.41780659104955886,-0.34997607867435765
Moreno Valley,California,-2.2892031660409624,1.3271094169140953,-0.5077183994100658,-1.8103941068358396,3.157348262828148,-0.32009817745333397,-0.35401311738241076
Plano,Texas,-2.493666111639699,-0.12315896149208833,-0.21121121474962118,-0.9387343903546609,2.949829513188726,-1.1153538447742262,-0.3618272096658962
Ontario,California,-4.505608280326952,2.5462823419630283,-0.7672980424677607,0.5787038196554064,3.1258595463029843,-0.2823367890899888,-0.3701359491852621
Antioch,California,-4.505608280326952,1.186147049026168,-0.38675728570548523,-0.36639397400261053,3.173478444689447,0.13196124572589843,-0.3906639699239406
Fort Worth,Texas,-3.5305188373375005,-0.8766858262193056,0.5893227386071717,-1.0141893499692405,2.848831316735264,-0.9130660645441162,-0.40392403930168436
Henderson,Nevada,-2.8129466462948867,-0.3402148608940035,-0.2931476084508328,-0.8927558839227823,2.9522420489507164,-0.989417695000979,-0.4072051569437528
Little Rock,Arkansas,-3.7753661599355524,0.38638750542800737,0.9185378279155542,-1.1661535176007713,2.682286216147933,-0.7279412757781132,-0.41372738185019003
Simi Valley,California,-1.958245651140491,3.09060714117392,-0.9052412664495562,-2.046896382576015,3.119202369662544,-0.3077436838673073,-0.41978492287416513
Aurora,Colorado,-3.2088111031358335,2.2391512000942138,-0.2284528046699392,-0.7057072457133251,2.1500618622845113,-0.11744168275982231,-0.42207019479888164
Jurupa Valley,California,-2.606480558203216,3.311906440660024,-0.7090409766708807,-1.825597083089911,3.22642948235691,-0.29159343791565245,-0.44125651470455
San Bernardino,California,-4.033334624948713,2.2520930194132514,-0.3686772253266798,-0.5634824094493217,3.12015716466686,-0.39440948531008835,-0.4479493160735887
Killeen,Texas,-3.2736882438980492,0.7389895479964923,1.1398479586617483,-2.3985139757534424,3.0384077985254203,-0.7527322902033935,-0.44933575053354335
Louisville,Kentucky,-3.7950287224505037,0.7746506793833675,0.6200547116922899,-0.9034212257292704,2.255480959638694,-0.4636218287823429,-0.4573072211262266
West Covina,California,-2.560465155879974,1.33499677519013,-1.0093594993584476,-1.802506748559805,3.3154065761495675,-0.3214840520783607,-0.47568177594540384
Santa Clarita,California,-4.692257730390649,1.8351222860648213,-0.7987254860432098,0.1126562615937301,3.119202369662544,-0.3077436838673073,-0.5133736538089785
Saint Paul,Minnesota,-0.6637778632132765,0.8106219998906409,0.29817513742576357,-3.3268815238592944,1.052168329907372,0.014075520157074644,-0.525248079916472
Palmdale,California,-3.4208878365759268,2.3081250112611125,-0.32739670103120205,-1.414341013209979,2.866677170306918,-0.35266699255854767,-0.5297230746137475
Worcester,Massachusetts,-2.1729658705149686,0.3598864695618452,-0.20644815970769,-0.7776170541880896,0.38276737318148973,0.09942511373455203,-0.5349677194989414
Arvada,Colorado,-3.2088111031358335,3.4558321527243088,-0.6005565433130026,-1.0035994659129883,2.1463908746139277,-0.13329611262349145,-0.5599744700742776
Fort Wayne,Indiana,-2.9199559390867176,0.9809114962064575,1.1020167899089992,-2.1565920275434776,1.2297158093186524,-0.06211965091782614,-0.5613870036640739
Chandler,Arizona,-3.154095902306229,1.512514308746044,-0.38255509938689486,-0.624989215003891,3.255480959638694,-2.010739863705226,-0.5833798241527094
Oxnard,California,-2.649761973290783,2.0097495550469273,-1.005678075988884,-2.712716469424164,3.211452871306096,0.2170059466090084,-0.5879395401577453
Akron,Ohio,-3.4834829759751065,0.4977367748757214,1.5181221890283154,-2.6397667488742136,1.4817370619874468,-0.07186773873072468,-0.6390516425128565
Winston-Salem,North Carolina,-4.744263123256797,0.07484402415934382,0.9109379614588738,-2.062659499590591,2.731353375335084,-0.4552242075108538,-0.7239710987128568
El Paso,Texas,-5.329088692013354,-1.34948348960488,0.9579239401973291,-1.6796320912972105,2.9665502374656882,-0.6050043484403078,-0.737850190817571
Naperville,Illinois,-4.338783217772552,0.8265218629172614,0.015496494753366034,-0.7260191601115175,1.3612330122355496,-0.11431218752398126,-0.7604770116838271
Glendale,Arizona,-2.692453873587373,2.0698341671589016,0.14320385258474638,-2.0676693565910336,3.295480620671304,-2.6717039111489083,-0.7986285336142529
